Claim_ID,Customer_Age,Claim_Amount,Claim_History,Policy_Type,Incident_Severity,Claim_Frequency,Fraud_Label,Claim_Description,Gender,Marital Status,Occupation,Income Level,Education Level,Location,Behavioral Data,Purchase History,Policy Start Date,Policy Renewal Date,Interactions with Customer Service,Insurance Products Owned,Coverage Amount,Premium Amount,Deductible,Policy Type,Customer Preferences,Preferred Communication Channel,Driving Record,Life Events
C102928,38.0,31329.0,1.0,1,2,6.0,0.0,Writer news whose check city best stage. To section pay discuss clearly our service. Paper surface economy along either. Accident report and documentation verified.,0,0,5,43114,4,17008,1,10/19/2022,2/10/2018,11/20/2024,4,1,871391,1050,808,0,2,1,1,1
C102929,55.0,12110.0,2.0,1,2,9.0,0.0,Cell administration pay fine director evidence often shake. To much indeed. Accident report and documentation verified.,0,1,3,26968,2,93712,4,8/16/2018,9/19/2022,12/3/2024,2,1,267849,1503,1369,3,2,0,0,3
C102930,79.0,1731.0,0.0,2,2,4.0,0.0,"Left ok need door.
Nearly although line more soldier address necessary thing. Entire rise government cup large her. Six doctor seem hour work. Accident report and documentation verified.",1,0,5,42302,2,28845,3,3/28/2018,12/17/2018,4/28/2024,1,2,414145,1301,972,0,0,1,3,3
C102931,58.0,2129.0,0.0,1,0,5.0,0.0,Country partner us tax this score. Nation material wear people. Them go occur try. Accident report and documentation verified.,1,3,3,33441,2,85027,1,9/23/2023,7/10/2020,1/2/2023,3,2,652393,1226,174,2,4,1,1,1
C102932,29.0,29022.0,4.0,0,2,2.0,0.0,"Act state team staff. Week somebody piece cost term.
Section area see clearly member store. Clear husband government structure or summer son. Accident report and documentation verified.",1,3,0,87787,3,70836,4,2/2/2020,8/1/2023,11/21/2024,1,3,710808,3980,1848,1,1,2,3,4
C102933,44.0,2605.0,0.0,0,1,3.0,1.0,Spring deep under out step already. Current scene put environmental even. Accident looks suspicious and documents seem tampered.,1,1,4,98291,0,37252,1,12/2/2023,3/13/2020,12/10/2023,1,4,412922,1757,1735,2,4,0,1,1
C102934,37.0,12970.0,1.0,0,2,1.0,1.0,"Space Mrs agent bed scene. Necessary support rest wear minute president. Often then situation street how structure.
Suffer common charge trial chair. Accident looks suspicious and documents seem tampered.",0,2,8,76408,2,86597,3,3/26/2023,7/21/2021,4/9/2024,4,3,200270,4047,1943,2,4,2,3,1
C102935,38.0,44705.0,4.0,2,1,4.0,0.0,"Own everybody different him.
Clearly choice modern finish accept else. Former hot black three early. Hand carry lawyer pay step. Accident report and documentation verified.",1,0,7,34540,0,35958,1,3/13/2022,8/24/2023,5/4/2024,1,0,610819,538,1462,3,2,3,2,1
C102936,55.0,45130.0,0.0,2,0,2.0,0.0,Involve strategy painting development oil. Need hundred eight lead. Accident report and documentation verified.,0,3,6,41577,2,72208,2,6/23/2021,6/5/2020,7/18/2023,1,0,642415,4437,1738,2,0,1,3,0
C102937,29.0,30265.0,2.0,1,0,2.0,0.0,"Child law today skill maybe. Whose security medical under.
Financial again particularly likely international. Let once hope some. Accident report and documentation verified.",1,3,2,49932,1,13279,3,10/19/2022,3/15/2022,6/3/2024,0,1,741425,2099,143,0,0,3,0,0
C102938,52.0,33330.0,1.0,2,1,1.0,0.0,Avoid phone old else network young word everything. Future than product less. Accident report and documentation verified.,1,0,2,92445,1,18662,4,8/10/2019,3/15/2018,2/4/2023,2,0,764024,4658,1745,0,3,0,2,0
C102939,74.0,3933.0,2.0,2,2,2.0,0.0,Skin rather per bar of cold. Course his stuff quite. Serious college sure three system analysis. Data doctor color compare. Accident report and documentation verified.,1,0,2,70938,4,39732,1,6/26/2022,9/27/2019,12/19/2023,2,4,908460,649,366,1,1,2,4,4
C102940,69.0,16187.0,2.0,0,0,4.0,0.0,Another soon government daughter wind. Draw hear result high series physical ten turn. Accident report and documentation verified.,0,1,4,57762,2,76132,2,8/18/2018,2/12/2021,4/16/2023,4,1,128557,3490,973,2,0,3,1,4
C102941,24.0,26791.0,4.0,0,0,6.0,0.0,"Owner human cup create back little Mr. Right scene challenge west smile.
Heart blue news relationship edge visit. Accident report and documentation verified.",1,2,8,121846,1,57852,2,10/20/2018,12/28/2023,8/11/2023,4,2,405445,3092,1155,1,4,0,2,1
C102942,66.0,25900.0,3.0,1,0,7.0,0.0,So security special kind three also decade. Current south individual rate second. Whom dark others security same accept can can. Accident report and documentation verified.,1,3,7,142713,1,36325,1,4/18/2019,12/7/2018,8/13/2023,3,3,344757,2886,138,3,2,1,1,4
C102943,68.0,6074.0,4.0,0,2,7.0,0.0,Similar government even red team. They whose cell black the who build. Exist character factor however Mr inside as. Accident report and documentation verified.,1,0,7,22399,4,95993,0,11/1/2023,8/2/2020,8/15/2024,0,0,399388,4200,1951,2,2,1,3,2
C102944,54.0,47805.0,1.0,2,1,7.0,1.0,"Me here media here surface which.
Tend usually official teacher. Inside represent show direction.
At since ever baby. Positive wide leg. Accident looks suspicious and documents seem tampered.",0,1,1,132687,3,17303,0,3/15/2022,11/7/2023,7/1/2023,3,4,161316,2896,883,1,0,4,0,4
C102945,63.0,27426.0,1.0,1,1,4.0,0.0,Study practice gun follow follow guess church. Street growth foot according practice culture. Accident report and documentation verified.,1,4,2,25274,2,27354,3,4/21/2021,2/1/2022,11/22/2023,2,1,489536,1736,1579,0,1,4,2,2
C102946,53.0,40867.0,4.0,1,2,5.0,0.0,Seem stand draw never. Resource factor main assume own right story. Good money business interesting clearly bar. Accident report and documentation verified.,0,0,3,70254,1,11660,2,8/6/2021,4/12/2022,6/27/2024,1,0,211984,2281,1717,2,3,0,1,3
C102947,52.0,1893.0,3.0,0,0,3.0,0.0,"Clear similar chair benefit involve election. Finish house clearly exist treat letter manager thus.
Season consider the huge. As next morning. Accident report and documentation verified.",0,0,7,96566,1,20265,1,3/4/2021,7/4/2019,1/19/2023,1,0,485828,1249,1613,0,3,2,4,2
C102948,74.0,35158.0,4.0,0,2,1.0,0.0,Throw occur writer run here food expert. Glass born both where bring last force prove. Fire hospital player wind person. Accident report and documentation verified.,1,2,7,134674,0,66729,0,5/22/2021,12/6/2020,4/14/2024,4,0,133280,3590,1042,2,1,0,1,3
C102949,40.0,20773.0,1.0,0,2,8.0,0.0,Spring star economy fill. Seek just understand sport capital training. Accident report and documentation verified.,0,0,4,53231,1,58617,0,12/14/2022,4/17/2018,9/22/2024,1,4,672690,1493,912,1,0,0,3,4
C102950,36.0,5239.0,3.0,1,1,7.0,0.0,Figure stuff official heart door official pass. Himself window bar mouth. Break claim president outside church our plant. Accident report and documentation verified.,0,0,3,46442,2,29286,4,5/2/2023,9/21/2019,10/20/2024,0,1,137507,1345,1023,3,4,3,4,3
C102951,41.0,21863.0,1.0,0,2,9.0,0.0,Plan four his single ready condition find. Explain figure cut camera form art power really. Difficult court and company piece will. Accident report and documentation verified.,1,2,1,66042,1,54350,4,2/20/2019,5/7/2019,8/28/2024,0,4,420007,4659,675,1,4,4,1,2
C102952,67.0,4432.0,3.0,2,2,4.0,1.0,"Effort one among you develop. Throughout on land arrive.
Shoulder evidence phone push recently. Accident looks suspicious and documents seem tampered.",1,3,0,85227,1,56174,2,5/27/2021,3/23/2018,5/27/2024,0,0,370926,3881,906,2,0,4,3,3
C102953,56.0,36139.0,3.0,1,0,5.0,0.0,Road and next hair agree tree whose whether. High loss not above. Ball something time marriage staff tough year. Accident report and documentation verified.,0,3,2,31200,1,67862,1,12/12/2021,7/9/2018,7/4/2024,3,0,863013,2245,845,2,1,2,1,3
C102954,34.0,2515.0,4.0,0,0,5.0,0.0,"Drive his support. Plant seven middle cell answer.
For good body agency social evening. Their pick stuff authority key low. Accident report and documentation verified.",0,1,7,118685,3,45362,0,12/28/2023,9/24/2018,5/6/2023,1,1,198019,3661,1597,3,1,2,1,4
C102955,54.0,32670.0,4.0,2,1,7.0,0.0,Store adult hand experience look. Series idea baby effect case story resource. Again skill turn eight although type. Accident report and documentation verified.,1,3,7,118198,0,14352,0,1/19/2020,2/23/2021,12/1/2023,0,1,798249,1600,1587,0,0,1,1,2
C102956,47.0,49674.0,4.0,2,0,9.0,1.0,"Few a prove individual us your fund. Friend kid sing.
Quality catch western thought decide action bed. Structure hold fact. Accident looks suspicious and documents seem tampered.",0,0,5,35840,3,53304,1,11/3/2021,10/23/2020,4/16/2023,0,3,660698,2556,175,2,0,4,3,2
C102957,26.0,40094.0,3.0,0,2,8.0,0.0,Protect reveal most PM other could born. Something finally rich night everybody especially. Whether us out catch my information. Accident report and documentation verified.,1,1,1,91916,0,10254,2,11/16/2018,12/23/2020,3/19/2023,3,1,673967,2032,1226,2,0,4,0,0
C102958,51.0,15605.0,3.0,2,2,7.0,0.0,Control tonight many join chance administration owner. Study worry stage action. Live always dinner study skill. Accident report and documentation verified.,0,1,0,83400,4,35360,2,5/20/2018,10/22/2018,5/4/2024,4,0,163983,4849,160,3,3,3,1,3
C102959,30.0,6586.0,1.0,1,2,1.0,1.0,"Partner him how pattern mouth look wrong. Issue interesting cultural task.
Sport most court writer student. Occur last upon practice but. Accident looks suspicious and documents seem tampered.",0,2,7,96160,3,20102,4,6/27/2023,4/3/2022,5/14/2024,0,0,874207,3506,1253,2,4,2,3,1
C102960,29.0,36685.0,2.0,1,1,6.0,1.0,Matter nature teacher nor. West watch mind. Final establish grow assume write data senior. Accident looks suspicious and documents seem tampered.,0,4,2,98745,1,73006,0,10/12/2022,9/12/2019,1/9/2023,0,3,520687,2847,747,2,4,4,0,3
C102961,28.0,49669.0,4.0,2,0,9.0,0.0,Offer someone air remain address. Should situation always type candidate although prove. Accident report and documentation verified.,1,3,5,48157,3,16583,0,5/3/2018,9/3/2021,3/2/2023,2,3,161518,2201,1403,2,0,4,0,1
C102962,33.0,32186.0,1.0,1,2,7.0,0.0,We candidate action show model. Fall be important market arrive nature. Accident report and documentation verified.,0,2,8,138759,4,37902,1,10/19/2023,4/15/2018,1/12/2024,4,2,188212,4079,1682,3,3,2,4,2
C102963,32.0,27928.0,1.0,0,0,1.0,0.0,"Win sort medical charge prove five. Purpose wish with agent middle if.
Number never past toward practice. Sign physical eat theory. Accident report and documentation verified.",1,0,2,58252,1,42125,4,9/3/2018,7/27/2021,11/21/2024,0,4,307097,861,372,1,4,1,2,2
C102964,76.0,33728.0,0.0,2,0,9.0,0.0,Whose collection rich charge price. Area someone material rise whole sell. Its rock suffer suffer wife assume weight. Accident report and documentation verified.,0,4,4,84796,2,16501,0,11/12/2023,2/15/2020,5/12/2024,2,3,283399,4569,246,3,1,2,1,1
C102965,44.0,18551.0,4.0,1,0,3.0,0.0,General business field. Hair current fact day you girl. Wear sound weight memory. Accident report and documentation verified.,0,1,3,26206,0,16578,3,9/28/2023,6/5/2020,4/1/2023,1,2,280207,3505,995,2,3,1,1,3
C102966,21.0,22493.0,1.0,0,0,9.0,0.0,Such talk treatment stuff response coach responsibility long. Everybody line study bad almost begin attorney. Pressure include whom national scene. Accident report and documentation verified.,1,3,2,53294,2,56818,4,9/15/2020,1/27/2023,1/7/2023,1,1,812089,2434,1209,1,0,2,2,0
C102967,54.0,21711.0,0.0,0,1,4.0,0.0,Level beyond result pass successful avoid property quality. Follow pretty voice open address enjoy American. Page scientist also suffer task before. Accident report and documentation verified.,1,4,4,125198,1,23979,4,2/19/2021,2/26/2018,6/18/2024,0,1,224825,1824,1381,0,3,1,3,3
C102968,26.0,21039.0,4.0,1,1,9.0,0.0,Sound professor throw trade right conference. Eight effort teacher cell. Accident report and documentation verified.,0,4,7,45098,3,55674,2,5/1/2022,5/1/2023,1/12/2023,1,2,712339,3432,809,3,3,4,2,1
C102969,40.0,37561.0,3.0,2,1,8.0,1.0,At trade together dog interest new paper nearly. Mind next focus eat. Add too model church happy establish begin hit. Accident looks suspicious and documents seem tampered.,1,4,7,62363,3,44966,4,7/12/2019,8/25/2019,12/15/2024,4,3,151646,4765,1188,3,2,1,2,3
C102970,37.0,10947.0,0.0,0,2,7.0,0.0,Firm for find set. Herself the present civil. Political left rate feel camera. Accident report and documentation verified.,1,1,5,37228,0,16579,1,8/18/2018,12/28/2022,2/14/2024,3,2,893202,1027,747,0,4,2,4,0
C102971,22.0,33335.0,3.0,0,2,4.0,0.0,Member field apply. Property or citizen executive. Turn recently rest politics. Accident report and documentation verified.,0,0,5,144156,4,69792,2,3/2/2018,12/12/2020,11/24/2023,0,2,789864,4526,183,2,0,1,4,0
C102972,61.0,16859.0,2.0,0,2,9.0,1.0,"By campaign actually evidence. Government part whether second its join.
List hear dark process out any. Accident looks suspicious and documents seem tampered.",1,4,3,70250,4,77466,2,1/1/2020,6/26/2019,3/12/2023,0,0,548349,1264,1787,3,2,1,4,4
C102973,73.0,24122.0,2.0,0,1,4.0,0.0,Sure she tend. Road often which others. Onto career choice give machine yet way. Accident report and documentation verified.,1,0,8,97635,0,85293,1,4/26/2023,2/22/2019,8/16/2023,4,1,681559,3312,818,0,0,0,1,4
C102974,58.0,2577.0,2.0,2,0,1.0,0.0,"Allow stop industry produce safe pick. View worry view air.
Sister home red my. Hot type place sure. Pm only we administration kid late. Accident report and documentation verified.",0,2,2,37389,0,65635,2,8/15/2018,4/5/2020,10/19/2023,3,4,341878,3926,797,3,2,1,2,3
C102975,60.0,43256.0,2.0,1,1,6.0,0.0,Treat sport left buy save thousand like magazine. Time itself politics suggest wear better. On pretty everybody represent beautiful this. Accident report and documentation verified.,1,1,3,45891,0,35323,4,1/5/2022,1/19/2019,4/16/2024,2,3,907754,1084,1005,2,4,1,1,2
C102976,68.0,29350.0,1.0,1,2,4.0,0.0,Professional mouth may source reduce indeed take good. Impact sign respond their product structure experience line. Accident report and documentation verified.,1,4,5,55641,4,83674,3,11/9/2021,12/23/2018,6/6/2024,4,1,530514,4454,710,2,2,0,4,4
C102977,30.0,42932.0,2.0,1,2,3.0,0.0,Option stage because ability rise page. Trip again policy security dog only. Nice magazine black local. Positive price decade east billion. Accident report and documentation verified.,0,4,2,71700,0,91508,3,6/6/2023,6/5/2022,5/19/2023,3,1,871909,3043,602,3,2,1,2,2
C102978,58.0,34798.0,1.0,0,0,5.0,0.0,Safe home ready serious cold. Actually challenge health sign garden. Voice piece body bring walk movement. Accident report and documentation verified.,1,1,6,136688,2,51498,1,2/24/2020,12/21/2019,10/28/2024,3,0,222985,1471,638,1,0,1,2,1
C102979,43.0,32898.0,1.0,2,1,3.0,0.0,Stage short cause hair. Whatever language establish project. Teacher see medical court some seek full city. Accident report and documentation verified.,0,1,8,134237,1,41912,1,12/9/2019,12/18/2018,5/12/2024,4,4,234170,4882,1915,2,4,0,2,3
C102980,79.0,16881.0,4.0,1,0,9.0,0.0,"Glass exactly movie value nature. Career with none report.
Choose research off event. Building cause entire activity. Lawyer lot popular until. Accident report and documentation verified.",0,1,4,26814,0,44915,2,4/21/2021,12/21/2018,1/12/2024,1,4,269872,1535,1902,3,0,3,0,4
C102981,65.0,11785.0,1.0,2,1,6.0,0.0,"Blue seat generation cut. Member test democratic young education example fact.
They address begin alone full wrong. Accident report and documentation verified.",0,1,6,98424,1,86423,1,12/17/2019,7/7/2022,12/15/2024,4,1,691516,3457,122,2,1,1,2,0
C102982,38.0,7691.0,1.0,1,2,3.0,0.0,Explain American most heavy fact wrong watch. Daughter down say discuss. Usually order American minute. Accident report and documentation verified.,0,2,7,60721,3,73831,0,8/18/2023,1/14/2022,7/9/2024,1,4,893945,2273,1525,2,1,1,4,0
C102983,23.0,18297.0,2.0,0,0,5.0,0.0,On speak prevent important reason. Rich management six new represent less. Everybody left pretty night player green. Accident report and documentation verified.,0,2,5,39639,2,96858,2,5/15/2019,12/17/2022,10/14/2023,4,4,771046,1543,1960,2,3,2,0,2
C102984,45.0,7358.0,1.0,1,0,8.0,0.0,Let toward always note other truth first. Continue quite worker my above. Responsibility until yard thank serve. Accident report and documentation verified.,1,2,5,109694,4,42396,0,1/23/2023,2/7/2023,11/28/2023,0,4,937420,717,1556,0,4,0,3,4
C102985,57.0,20581.0,3.0,0,1,8.0,1.0,Feeling almost seem against effect. Its reality message matter something thing generation. General then quality financial try different respond. Accident looks suspicious and documents seem tampered.,0,1,4,71119,2,27504,2,6/6/2022,1/18/2023,5/7/2024,3,3,968944,1346,1150,2,0,0,2,1
C102986,61.0,2462.0,2.0,0,1,6.0,0.0,Stop traditional very no result never. Resource benefit break just hold. Accident report and documentation verified.,1,1,8,130451,0,70099,3,2/4/2020,11/18/2019,4/14/2024,4,2,742411,4528,654,2,0,0,1,2
C102987,51.0,16511.0,0.0,1,1,5.0,0.0,Artist put prove window care maybe couple their. Accident report and documentation verified.,0,1,4,34910,0,19989,0,11/1/2022,11/21/2018,10/4/2023,3,4,579138,4235,1312,2,2,0,4,2
C102988,58.0,11570.0,2.0,2,2,5.0,0.0,Main enough surface skill official its. Position positive woman skill believe. Accident report and documentation verified.,1,0,1,43636,2,77754,2,2/25/2022,10/5/2023,9/19/2024,0,2,82864,4350,191,3,4,2,3,1
C102989,64.0,49665.0,1.0,0,1,1.0,0.0,American board future build bit. Care likely artist why air number behind. Everybody add crime tax pay opportunity. Accident report and documentation verified.,0,1,0,94708,4,80041,4,4/25/2021,3/17/2019,6/12/2023,0,3,593936,3756,779,0,0,3,0,4
C102990,65.0,45414.0,3.0,2,2,2.0,0.0,Name scene analysis book. Paper early religious middle. Brother yeah Mrs American. Accident report and documentation verified.,1,1,8,51146,1,19443,2,12/8/2018,11/20/2019,11/13/2023,1,1,693325,4665,405,0,3,0,1,3
C102991,55.0,16474.0,2.0,1,1,4.0,0.0,"Most like year tree also even some. Partner free themselves road happen. Worker our chair his stay.
Rise network them spring. Sit goal know magazine. Accident report and documentation verified.",0,3,7,135749,0,26853,1,1/27/2020,4/23/2018,10/6/2023,0,0,761119,4646,1862,3,0,4,2,1
C102992,59.0,8037.0,3.0,0,1,6.0,0.0,Happen society every team wife base street friend. Quite hard region others discussion. Consumer second order scientist decision around summer. Accident report and documentation verified.,1,0,6,115654,0,35358,4,3/5/2022,10/21/2022,12/17/2024,1,1,137672,2153,1127,0,2,2,2,3
C102993,56.0,29129.0,0.0,2,2,7.0,0.0,"Mind model ability dream want remain.
Rise head professor. Stop partner compare area add sea low. Accident report and documentation verified.",0,3,2,30902,1,67453,3,11/19/2019,10/22/2023,12/27/2023,0,2,219801,3794,1861,2,2,3,1,0
C102994,52.0,43267.0,0.0,0,1,1.0,0.0,"Speech first ask meeting box everybody. Several watch for itself.
Difficult between young eight. Green similar sense red community collection force. Accident report and documentation verified.",0,4,0,131888,4,97539,1,11/5/2023,10/8/2018,4/11/2023,1,2,392720,4731,1729,0,4,3,3,2
C102995,55.0,14386.0,4.0,1,2,8.0,0.0,Skill region power unit. Happy company blood accept. Art film answer senior. Accident report and documentation verified.,1,4,3,24386,2,13933,1,8/15/2023,12/11/2023,8/22/2023,0,2,115498,2778,1795,3,2,1,1,1
C102996,22.0,7221.0,4.0,0,2,1.0,0.0,Exactly loss message method those lose room ahead. Herself future machine. Also investment others little able. Accident report and documentation verified.,0,4,6,114471,3,62007,0,2/3/2022,2/15/2022,1/27/2024,4,4,266277,2939,452,3,3,3,1,1
C102997,28.0,24474.0,2.0,1,1,9.0,0.0,Surface memory bit health. Would involve late space education recent reason. Condition letter perhaps simple chair. Accident report and documentation verified.,0,4,2,95394,2,75610,4,9/13/2020,1/11/2022,10/16/2024,4,4,894446,3575,1383,2,1,1,1,4
C102998,27.0,41537.0,4.0,2,1,4.0,1.0,Bill good world guy force. Face use tonight contain enter question return. Accident looks suspicious and documents seem tampered.,1,4,1,33524,3,58785,2,12/5/2018,4/26/2022,10/12/2024,2,4,489080,1676,1373,2,2,1,2,2
C102999,52.0,48124.0,3.0,0,0,7.0,0.0,Interest story imagine them which them discussion. Ability discuss us life last. Nor they standard. Accident report and documentation verified.,1,1,8,40255,4,37741,1,7/15/2019,7/8/2020,12/20/2024,3,1,533648,4425,396,0,4,3,0,4
C103000,78.0,22045.0,4.0,2,1,6.0,1.0,"Situation cell hot make drug focus guess. Top or policy role wear involve tree.
Would through quickly mission.
Time simply where short hundred. Accident looks suspicious and documents seem tampered.",0,1,2,38903,0,85172,2,2/12/2022,1/23/2020,6/27/2023,1,0,454276,1641,1894,0,3,0,3,4
C103001,25.0,26783.0,3.0,1,0,9.0,0.0,My debate pass various quickly. Wrong reveal every full two although. Million dream sell be part parent control. Accident report and documentation verified.,1,0,4,117182,4,11822,3,2/3/2019,3/7/2019,12/19/2023,4,1,730645,4020,867,0,2,1,2,4
C103002,60.0,41157.0,4.0,1,1,2.0,0.0,Soldier type huge worry investment different. Forget its shake trip. Accident report and documentation verified.,1,1,0,53919,1,13904,4,10/27/2019,9/3/2021,3/16/2024,0,1,292448,3584,362,2,3,1,1,1
C103003,58.0,5922.0,4.0,2,2,7.0,0.0,Choose special none station building let. Character learn nor do front southern effort. Across generation measure two matter question. Accident report and documentation verified.,1,1,7,106231,1,38706,1,6/16/2023,12/5/2022,5/6/2023,4,1,426935,3577,845,2,1,4,1,2
C103004,23.0,47407.0,4.0,2,2,5.0,0.0,"Meeting develop role raise hotel Congress.
High sometimes year. Others section word reality direction. Administration heavy customer station. Accident report and documentation verified.",0,2,8,135804,1,63519,3,8/5/2019,6/19/2022,11/16/2023,0,3,183323,3340,1523,3,4,0,2,0
C103005,32.0,23706.0,1.0,1,0,7.0,0.0,"Learn effort better several. Even baby wind eat ability.
Force try morning. Behind study standard figure. Accident report and documentation verified.",1,0,5,66145,3,80404,4,9/21/2018,3/1/2019,8/2/2024,1,4,561908,2637,942,2,3,3,0,1
C103006,68.0,43771.0,1.0,2,1,1.0,0.0,Visit next try old catch. Late dream can college. Accident report and documentation verified.,1,2,3,108353,0,19025,4,12/4/2021,12/23/2023,10/18/2024,4,1,880803,4975,461,3,4,1,2,2
C103007,79.0,33479.0,4.0,1,0,9.0,0.0,Ten parent stage drive education position. Data oil summer while arrive. Us major recently environment effort beat old course. Accident report and documentation verified.,1,2,7,142631,2,23975,0,8/1/2020,4/13/2023,9/15/2024,0,1,681632,1642,106,2,4,3,4,4
C103008,21.0,6178.0,3.0,2,1,1.0,0.0,Whom together herself generation some concern. Maybe science with world past. Information huge newspaper. Accident report and documentation verified.,0,1,1,142139,3,45528,0,9/19/2023,2/15/2019,10/25/2023,0,0,630502,4502,1225,0,0,2,0,2
C103009,79.0,31022.0,2.0,1,1,5.0,0.0,Born say ok near return instead policy. Director issue reality experience business something family. Decision American fight eat role. Accident report and documentation verified.,1,3,1,98601,1,89391,1,6/4/2022,12/8/2021,2/9/2024,1,0,809682,4911,1031,2,4,2,4,3
C103010,24.0,16240.0,0.0,1,2,8.0,0.0,To contain improve strategy road turn. Owner cut Mrs room sing remain. Accident report and documentation verified.,0,3,8,35216,4,13411,2,12/15/2020,2/23/2020,12/28/2024,1,3,882129,4602,1865,2,3,3,0,4
C103011,63.0,27220.0,1.0,0,0,1.0,0.0,Price plan rule moment build the place. Identify condition language just teacher. Accident report and documentation verified.,1,3,8,66117,0,65852,2,11/26/2023,11/6/2018,7/4/2023,2,0,182743,3608,747,2,1,3,1,3
C103012,46.0,37736.0,4.0,1,2,7.0,0.0,Movement today enter through task structure. Walk role card stay base. Subject wish commercial customer participant. Land likely though nearly check. Accident report and documentation verified.,1,2,3,35228,4,20194,0,4/25/2018,2/25/2021,9/12/2023,1,1,505717,1750,1410,2,4,0,1,4
C103013,51.0,3716.0,0.0,1,2,2.0,0.0,Price energy interview term address before. Tree away machine knowledge subject result alone type. Accident report and documentation verified.,0,1,0,142183,0,62440,0,11/5/2020,7/1/2019,8/18/2024,3,0,879099,4925,908,0,4,1,1,2
C103014,40.0,17574.0,1.0,0,2,7.0,1.0,"Them stage then arm.
Method new know some team avoid. Center parent mission exactly. City above staff middle carry energy direction movie. Accident looks suspicious and documents seem tampered.",1,3,1,103950,3,41601,0,9/4/2018,12/23/2021,6/14/2023,0,4,215398,3556,1942,2,3,1,3,3
C103015,27.0,47279.0,2.0,0,0,7.0,0.0,"Base new traditional PM early. Policy box identify carry. Story might young woman remain whole.
Seem positive key particular image painting. Accident report and documentation verified.",1,0,7,140152,3,77705,3,11/16/2018,10/24/2018,7/21/2024,1,1,233540,3642,508,1,2,2,1,3
C103016,57.0,18719.0,3.0,2,1,9.0,0.0,Meet staff wish perform authority woman. Senior until should occur stop school. Accident report and documentation verified.,0,1,3,30793,3,28830,2,5/5/2018,4/3/2019,10/11/2023,3,4,670122,4505,381,0,2,2,2,3
C103017,27.0,9181.0,4.0,2,1,6.0,0.0,Apply couple at color suggest son. Someone continue first. Accident report and documentation verified.,1,3,0,123921,2,18490,2,2/14/2018,4/2/2019,5/15/2024,3,0,142550,674,356,0,3,2,2,1
C103018,69.0,46763.0,2.0,1,0,4.0,0.0,"Up suffer movie. Whether card choice over various people. Best structure once citizen officer away.
Bad around leave middle add up. Accident report and documentation verified.",0,0,3,81471,1,32726,3,5/10/2023,4/23/2021,5/24/2023,0,1,648315,1579,1929,3,1,2,1,2
C103019,22.0,45066.0,1.0,2,1,7.0,0.0,Will entire right scientist another. Us trip step apply young teach. Accident report and documentation verified.,0,0,7,91684,0,22038,4,1/15/2022,6/8/2018,1/24/2024,0,0,360565,1771,1965,2,4,2,3,2
C103020,73.0,21213.0,4.0,2,0,7.0,0.0,Always ok letter chance. Operation water person without hospital field. Accident report and documentation verified.,1,0,0,57911,3,66710,4,1/7/2021,3/22/2020,9/8/2024,3,0,192723,3624,880,0,2,0,3,1
C103021,63.0,7380.0,0.0,1,0,4.0,0.0,"Himself yourself old play. Else scene cell.
Now nearly herself open service language everybody. Wall social reach. Hair collection offer sit. Accident report and documentation verified.",0,4,7,133139,3,50316,4,9/6/2023,6/1/2023,10/9/2023,0,1,164737,2785,2000,3,2,0,3,2
C103022,77.0,1615.0,3.0,0,1,2.0,0.0,Note structure dark build town attack production full. Pull conference language during. Accident report and documentation verified.,0,1,2,123322,4,21430,2,4/5/2019,8/6/2019,10/3/2024,4,4,473913,1671,1527,0,2,4,1,4
C103023,22.0,1463.0,1.0,0,2,9.0,0.0,Character over keep father TV land computer. Tax wonder sort. Accident report and documentation verified.,0,1,2,127123,1,82575,2,7/10/2018,8/23/2020,3/14/2024,0,1,662804,3008,893,2,3,0,3,4
C103024,41.0,32973.0,3.0,1,0,8.0,0.0,"Peace visit however successful. The research wear week.
Actually issue close fear. Son perhaps five receive. Accident report and documentation verified.",1,3,4,121176,3,35694,1,1/1/2022,7/22/2022,11/18/2023,1,1,753798,3446,1355,1,1,1,4,1
C103025,25.0,10158.0,4.0,1,0,5.0,0.0,"Middle middle ask fund. Moment term us term rich central build large.
Easy force add likely local reality visit. Create program federal exist night. Accident report and documentation verified.",1,4,4,25794,0,63137,2,7/25/2022,9/27/2021,12/27/2023,2,0,136585,748,435,1,3,0,2,4
C103026,21.0,21651.0,2.0,1,0,5.0,0.0,Edge maybe bag relate offer. Brother service Democrat provide already you necessary. Back interest no out specific guy range. Accident report and documentation verified.,1,1,4,55889,4,19121,2,3/6/2020,7/1/2020,8/5/2023,4,3,672945,1673,841,0,2,3,1,0
C103027,42.0,4158.0,3.0,1,0,1.0,1.0,Start yes history letter foreign. Tough bed beat quality hand leader hotel. Stage down challenge finally. Accident looks suspicious and documents seem tampered.,1,3,6,106675,2,44737,1,12/15/2019,1/24/2019,9/25/2023,3,1,741974,3445,737,2,2,2,2,3
C103028,63.0,21008.0,0.0,1,1,9.0,0.0,"Individual student nothing radio identify ask other.
Despite hear break fish according cut focus. Natural decision hair. Accident report and documentation verified.",0,4,8,99971,2,42800,2,1/6/2020,7/23/2018,6/7/2023,4,2,216201,3727,721,3,3,4,1,1
